iri	label	type	parentlabel	category	definition	min	max	average	median	upper_quartile	lower_quartile	number_distinct_values	distinct_values	variable	replaces
EUPATH_0009247_2_8_1_11	2.8.1.11: Molybdopterin-synthase sulfurtransferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		2.26869	2.26869	2.26869	2.26869			1	["2.268690"]		
EUPATH_0009247_2_8_1_12	2.8.1.12: Molybdopterin synthase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.134176	20.87217	2.82401281081081	1.45984	3.128305	0.7101195	111			
EUPATH_0009247_2_8_1_13	2.8.1.13: tRNA-uridine 2-sulfurtransferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.179574	167.099174	8.71928825714286	3.13949	8.69368	1.3749145	315			
EUPATH_0009247_2_8_1_2	2.8.1.2: 3-mercaptopyruvate sulfurtransferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.131317	47.75997	3.41638271917808	2.1911675	3.9209	1.175015	146			
EUPATH_0009247_2_8_1_4	2.8.1.4: tRNA sulfurtransferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.173479	62.912954	3.72608982105263	1.68241	3.76328	0.821585	190			
EUPATH_0009247_2_8_1_6	2.8.1.6: Biotin synthase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.088237	89.562461	6.70255534640523	2.97025	6.421914	1.33001	306			
EUPATH_0009247_2_8_1_7	2.8.1.7: Cysteine desulfurase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.318995	165.120681	12.3600692590476	6.53214	12.64987	3.48474	525			
EUPATH_0009247_2_8_1_8	2.8.1.8: Lipoyl synthase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.242432	90.52693	6.8425681152648	3.06827	7.08484	1.62065	321			
EUPATH_0009247_2_8_2_22	2.8.2.22: Aryl-sulfate sulfotransferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.10026	102.2226	5.69726923404255	1.85166	4.58411	0.936128	94			
EUPATH_0009247_2_8_3_1	2.8.3.1: Propionate CoA-transferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.54963	3.72956	1.99130244444444	1.8564	2.63532	1.120794	9	["0.549630","0.896628","1.120794","1.389170","1.856400","2.477370","2.635320","3.266850","3.729560"]		
EUPATH_0009247_2_8_3_10	2.8.3.10: Citrate CoA-transferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.240404	38.2354	3.75050014900662	2.21438	4.31465	1.11265	302			
EUPATH_0009247_2_8_3_12	2.8.3.12: Glutaconate CoA-transferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.17229	18.16994	2.59692385483871	1.20433	3.31666	0.654772	62			
EUPATH_0009247_2_8_3_15	2.8.3.15: Succinyl-CoA:(R)-benzylsuccinate CoA-transferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		1.91433	1.91433	1.91433	1.91433			1	["1.914330"]		
EUPATH_0009247_2_8_3_16	2.8.3.16: Formyl-CoA transferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.095463	318.2969	13.7985392200772	2.755784	9.1478145	1.170205	259			
EUPATH_0009247_2_8_3_17	2.8.3.17: Cinnamoyl-CoA:phenyllactate CoA-transferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.903818	1.85055	1.377184	1.377184	1.85055	0.903818	2	["0.903818","1.850550"]		
EUPATH_0009247_2_8_3_18	2.8.3.18: Succinyl-CoA:acetate CoA-transferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		1.62084	1.62084	1.62084	1.62084			1	["1.620840"]		
EUPATH_0009247_2_8_3_19	2.8.3.19: CoA:oxalate CoA-transferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.283908	21.2521	2.30024745	1.09503	1.80702	0.5366645	20			
EUPATH_0009247_2_8_3_21	2.8.3.21: L-carnitine CoA-transferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.222225	16.5151	2.09457859259259	1.12234	1.520175	0.6115015	27			
EUPATH_0009247_2_8_3_5	2.8.3.5: 3-oxoacid CoA-transferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.094441	67.1014	4.57490961956522	2.072855	4.0812565	0.896704	92			
EUPATH_0009247_2_8_3_6	2.8.3.6: 3-oxoadipate CoA-transferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.258346	201.1282	10.3606716484848	2.80915	7.47277	1.07556	165			
EUPATH_0009247_2_8_3_8	2.8.3.8: Acetate CoA-transferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.08526	144.58917	6.52820430120482	2.4158155	7.00587	1.101418	166			
EUPATH_0009247_2_8_3_9	2.8.3.9: Butyrate--acetoacetate CoA-transferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.115217	46.352	5.66268228510638	3.28441	6.26453	1.3206805	235			
EUPATH_0009247_2_8_4_1	2.8.4.1: Coenzyme-B sulfoethylthiotransferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.337877	5.57305	2.27959283333333	1.776468	3.37346	0.840234	6	["0.337877","0.840234","1.630089","1.922847","3.373460","5.573050"]		
EUPATH_0009247_2_8_4_2	2.8.4.2: Arsenate-mycothiol transferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.151503	0.151503	0.151503	0.151503			1	["0.151503"]		
EUPATH_0009247_2_8_4_3	2.8.4.3: tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.2121	109.5443	8.46011415068493	3.21788	7.73887	1.48375	365			
EUPATH_0009247_2_8_4_4	2.8.4.4: [Ribosomal protein S12] (aspartate(89)-C(3))-methylthiotransferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.405084	109.43997	7.97616846062053	3.862128	8.038621	2.020375	419			
EUPATH_0009247_2_9_1_1	2.9.1.1: L-seryl-tRNA(Sec) selenium transferase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.205826	57.0467	4.62336378217822	2.049016	4.85352	1.014117	202			
EUPATH_0009247_3_11_1_1	3.11.1.1: Phosphonoacetaldehyde hydrolase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.22152	84.8583	6.43751366423358	2.23012	4.883668	1.13964	137			
EUPATH_0009247_3_11_1_2	3.11.1.2: Phosphonoacetate hydrolase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.19376	3.99392	1.1049896	1.00928	1.228265	0.6872945	15			
EUPATH_0009247_3_11_1_3	3.11.1.3: Phosphonopyruvate hydrolase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.332424	8.79304	2.04170833333333	1.20534	1.66375	1.09361	9	["0.332424","0.465271","1.093610","1.152500","1.205340","1.229100","1.663750","2.440340","8.793040"]		
EUPATH_0009247_3_13_1_3	3.13.1.3: 2'-hydroxybiphenyl-2-sulfinate desulfinase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.736017	4.4937	2.65567566666667	2.73731	3.615505	1.7366635	3	["0.736017","2.737310","4.493700"]		
EUPATH_0009247_3_1_11_1	3.1.11.1: Exodeoxyribonuclease I	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.070872	112.159577	5.43773083802817	2.044757	5.375692	0.92994	142			
EUPATH_0009247_3_1_11_2	3.1.11.2: Exodeoxyribonuclease III	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.223439	148.777062	10.1062665384615	3.4314495	9.028295	1.677372	416			
EUPATH_0009247_3_1_11_3	3.1.11.3: Exodeoxyribonuclease (lambda-induced)	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.087995	7.133741	2.1776321	1.52045	3.589335	0.689218	40			
EUPATH_0009247_3_1_11_4	3.1.11.4: Exodeoxyribonuclease (phage SP3-induced)	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.283545	53.5388	9.36630675	2.49533	7.43552	0.6232045	8	["0.283545","0.606619","0.639790","2.300350","2.690310","7.327050","7.543990","53.538800"]		
EUPATH_0009247_3_1_11_5	3.1.11.5: Exodeoxyribonuclease V	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.137435	272.483204	7.53867469731801	3.085517	7.12929	1.103158	261			
EUPATH_0009247_3_1_11_6	3.1.11.6: Exodeoxyribonuclease VII	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.338215	304.8876	21.2957003497164	10.254437	20.100101	5.30727	529			
EUPATH_0009247_3_1_12_1	3.1.12.1: 5' to 3' exodeoxyribonuclease (nucleoside 3'-phosphate-forming)	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.202302	69.8388	4.16006968817204	1.798505	3.83685	0.988275	186			
EUPATH_0009247_3_1_13_1	3.1.13.1: Exoribonuclease II	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.446395	136.57053	11.1293224444444	7.128492	12.233266	3.87922	495			
EUPATH_0009247_3_1_13_5	3.1.13.5: Ribonuclease D	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.204007	16.8188	3.31232288888889	1.70614	4.42397	0.911993	126			
EUPATH_0009247_3_1_1_1	3.1.1.1: Carboxylesterase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.034743	46.09715	3.4920538962963	1.669372	4.02764	0.710713	135			
EUPATH_0009247_3_1_1_10	3.1.1.10: Tropinesterase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.232997	16.9665	2.23827346666667	1.26601	2.59265	0.585538	45			
EUPATH_0009247_3_1_1_11	3.1.1.11: Pectinesterase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.142393	57.92436	3.79726255223881	1.63715	3.63417	0.943893	201			
EUPATH_0009247_3_1_1_15	3.1.1.15: L-arabinonolactonase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.677764	0.677764	0.677764	0.677764			1	["0.677764"]		
EUPATH_0009247_3_1_1_17	3.1.1.17: Gluconolactonase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.623355	10.7611	4.044194	3.1872	5.78228	1.54002	15			
EUPATH_0009247_3_1_1_2	3.1.1.2: Arylesterase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.077735	19.9232	3.18356297333333	1.51237	3.39351	0.7784935	75			
EUPATH_0009247_3_1_1_23	3.1.1.23: Acylglycerol lipase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.263925	54.8399	6.23662002941176	2.682045	5.90937	1.250175	68			
EUPATH_0009247_3_1_1_24	3.1.1.24: 3-oxoadipate enol-lactonase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.215871	78.0574	6.39127191176471	1.9264665	5.65441	0.849442	102			
EUPATH_0009247_3_1_1_27	3.1.1.27: 4-pyridoxolactonase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.511964	2.41001	1.460987	1.460987	2.41001	0.511964	2	["0.511964","2.410010"]		
EUPATH_0009247_3_1_1_29	3.1.1.29: Aminoacyl-tRNA hydrolase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.312302	156.853121	11.8465676850716	6.023537	11.84548	3.142547	489			
EUPATH_0009247_3_1_1_3	3.1.1.3: Triacylglycerol lipase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.144546	52.226	4.89016326760563	2.111388	6.05957	1.01822	142			
EUPATH_0009247_3_1_1_31	3.1.1.31: 6-phosphogluconolactonase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.266282	133.800629	5.41213600823045	3.08663	5.959232	1.632463	243			
EUPATH_0009247_3_1_1_32	3.1.1.32: Phospholipase A(1)	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.136576	59.176	3.8726208137931	1.55613	2.85695	0.835908	145			
EUPATH_0009247_3_1_1_4	3.1.1.4: Phospholipase A(2)	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.519371	24.4303	2.39626702439024	1.32131	2.57968	0.822722	41			
EUPATH_0009247_3_1_1_41	3.1.1.41: Cephalosporin-C deacetylase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.238884	23.9325	2.5638548	1.48216	2.70902	0.92913	165			
EUPATH_0009247_3_1_1_45	3.1.1.45: Carboxymethylenebutenolidase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.119875	94.9552	6.27766028915663	2.099103	4.74643	0.896122	166			
EUPATH_0009247_3_1_1_47	3.1.1.47: 1-alkyl-2-acetylglycerophosphocholine esterase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.178343	34.2069	2.83927222093023	1.393985	2.78453	0.646069	86			
EUPATH_0009247_3_1_1_5	3.1.1.5: Lysophospholipase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.276022	115.657	6.91850726627219	2.07657	5.98909	1.03446	169			
EUPATH_0009247_3_1_1_53	3.1.1.53: Sialate O-acetylesterase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		1.82248	2.87495	2.348715	2.348715	2.87495	1.82248	2	["1.822480","2.874950"]		
EUPATH_0009247_3_1_1_6	3.1.1.6: Acetylesterase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.363761	0.750001	0.556881	0.556881	0.750001	0.363761	2	["0.363761","0.750001"]		
EUPATH_0009247_3_1_1_61	3.1.1.61: Protein-glutamate methylesterase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.070114	211.8832	12.8479056868327	2.92973	8.117638	1.130807	281			
EUPATH_0009247_3_1_1_72	3.1.1.72: Acetylxylan esterase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.258672	89.0817	6.37718860606061	2.32516	6.53332	1.129705	99			
EUPATH_0009247_3_1_1_73	3.1.1.73: Feruloyl esterase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.282454	15.829	3.27015676470588	2.36302	3.1421	0.941849	17			
EUPATH_0009247_3_1_1_77	3.1.1.77: Acyloxyacyl hydrolase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.166652	57.9668	5.01238598630137	1.88117	3.5601	1.06758	73			
EUPATH_0009247_3_1_1_79	3.1.1.79: Hormone-sensitive lipase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.49867	0.935656	0.717163	0.717163	0.935656	0.49867	2	["0.498670","0.935656"]		
EUPATH_0009247_3_1_1_81	3.1.1.81: Quorum-quenching N-acyl-homoserine lactonase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.475214	14.3756	3.16339426470588	1.479725	2.79789	1.09069	34			
EUPATH_0009247_3_1_1_83	3.1.1.83: Monoterpene epsilon-lactone hydrolase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.198262	9.63769	2.20734077777778	1.3722285	2.58179	0.8398	54			
EUPATH_0009247_3_1_1_84	3.1.1.84: Cocaine esterase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.316357	10.0116	1.76888986666667	1.19618	1.796645	0.5501565	15			
EUPATH_0009247_3_1_1_85	3.1.1.85: Pimeloyl-[acyl-carrier protein] methyl ester esterase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.085463	57.40095	3.70188249275362	1.722585	4.14157	0.797323	138			
EUPATH_0009247_3_1_1_88	3.1.1.88: Pyrethroid hydrolase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.524113	28.1333	4.05069357142857	1.44986	3.47455	0.910996	14			
EUPATH_0009247_3_1_1_96	3.1.1.96: D-aminoacyl-tRNA deacylase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.363003	152.0803	8.17385610021322	3.814459	7.586339	2.11732	469			
EUPATH_0009247_3_1_21_1	3.1.21.1: Deoxyribonuclease I	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.198783	31.41773	3.04023876388889	1.812008	3.130299	0.847942	72			
EUPATH_0009247_3_1_21_2	3.1.21.2: Deoxyribonuclease IV	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.282326	101.474461	5.20867981040892	2.297658	4.32823	1.12739	269			
EUPATH_0009247_3_1_21_3	3.1.21.3: Type I site-specific deoxyribonuclease	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.18674	316.1087	9.40788306	3.2741125	7.841714	1.475093	350			
EUPATH_0009247_3_1_21_4	3.1.21.4: Type II site-specific deoxyribonuclease	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.128123	21.798253	3.02567909230769	1.706175	3.528459	0.758618	130			
EUPATH_0009247_3_1_21_5	3.1.21.5: Type III site-specific deoxyribonuclease	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.263777	68.2892	5.727455825	1.647985	3.15782	0.7376075	40			
EUPATH_0009247_3_1_21_7	3.1.21.7: Deoxyribonuclease V	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.079465	35.047298	2.84809731764706	1.330626	2.768735	0.819846	85			
EUPATH_0009247_3_1_22_4	3.1.22.4: Crossover junction endodeoxyribonuclease	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.158597	219.793181	12.6847667888199	5.03073	12.377583	2.4064435	483			
EUPATH_0009247_3_1_25_1	3.1.25.1: Deoxyribonuclease (pyrimidine dimer)	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.489447	0.489447	0.489447	0.489447			1	["0.489447"]		
EUPATH_0009247_3_1_26_11	3.1.26.11: Ribonuclease Z	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.290519	134.01706	7.63404386609687	4.164238	8.33228	1.826105	351			
EUPATH_0009247_3_1_26_12	3.1.26.12: Ribonuclease E	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.15442	54.9204	4.17832181777778	2.09037	4.17996	1.023272	225			
EUPATH_0009247_3_1_26_3	3.1.26.3: Ribonuclease III	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.309671	344.15522	11.7631953078556	4.81478	10.2512815	2.4388735	471			
EUPATH_0009247_3_1_26_4	3.1.26.4: Ribonuclease H	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.172059	249.977412	17.9549378937876	5.76298	16.3439805	2.7742675	499			
EUPATH_0009247_3_1_26_5	3.1.26.5: Ribonuclease P	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.170597	149.945336	11.5115151871227	5.83646	12.354804	2.821832	497			
EUPATH_0009247_3_1_26_8	3.1.26.8: Ribonuclease M5	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.195899	44.79874	3.07532020187793	1.559322	3.516559	0.830733	213			
EUPATH_0009247_3_1_27_1	3.1.27.1: Ribonuclease T(2)	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.490236	6.94511	2.871348	2.226945	3.713585	1.31808	16			
EUPATH_0009247_3_1_27_3	3.1.27.3: Ribonuclease T(1)	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		1.25446	1.25446	1.25446	1.25446			1	["1.254460"]		
EUPATH_0009247_3_1_27_6	3.1.27.6: Enterobacter ribonuclease	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.182321	36.6905	2.99159858823529	1.30456	2.83507	0.683646	85			
EUPATH_0009247_3_1_2_1	3.1.2.1: Acetyl-CoA hydrolase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.16323	20.64006	3.0838490462963	2.10803	3.67402	1.043855	108			
EUPATH_0009247_3_1_2_12	3.1.2.12: S-formylglutathione hydrolase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.190498	74.1409	5.37126171084337	2.07361	4.505793	0.872369	166			
EUPATH_0009247_3_1_2_14	3.1.2.14: Oleoyl-[acyl-carrier-protein] hydrolase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.260721	14.1667	1.73644515	1.139485	1.880075	0.5749615	40			
EUPATH_0009247_3_1_2_2	3.1.2.2: Palmitoyl-CoA hydrolase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.260721	14.1667	1.78115695833333	1.02168	1.864565	0.5402935	24			
EUPATH_0009247_3_1_2_20	3.1.2.20: Acyl-CoA hydrolase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.212827	13.2037	1.92163609090909	0.8075485	1.24338	0.470171	22			
EUPATH_0009247_3_1_2_23	3.1.2.23: 4-hydroxybenzoyl-CoA thioesterase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.191438	4.16641	1.13391222222222	0.684132	0.949145	0.441592	9	["0.191438","0.302855","0.441592","0.575050","0.684132","0.849388","0.949145","2.045200","4.166410"]		
EUPATH_0009247_3_1_2_26	3.1.2.26: Bile-acid-CoA hydrolase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.751379	0.751379	0.751379	0.751379			1	["0.751379"]		
EUPATH_0009247_3_1_2_27	3.1.2.27: Choloyl-CoA hydrolase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.59453	10.0848	3.26603857142857	2.13774	5.26025	1.04855	14			
EUPATH_0009247_3_1_2_28	3.1.2.28: 1,4-dihydroxy-2-naphthoyl-CoA hydrolase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.458772	40.6053	4.17769672916667	2.00558	4.4210825	1.270662	48			
EUPATH_0009247_3_1_2_29	3.1.2.29: Fluoroacetyl-CoA thioesterase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.614712	0.67679	0.645751	0.645751	0.67679	0.614712	2	["0.614712","0.676790"]		
EUPATH_0009247_3_1_2_4	3.1.2.4: 3-hydroxyisobutyryl-CoA hydrolase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.335213	13.5849	3.77678775	1.488185	5.767235	0.932053	20			
EUPATH_0009247_3_1_2_6	3.1.2.6: Hydroxyacylglutathione hydrolase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.063493	195.7806	6.86702403191489	2.3150155	5.46585	0.8978075	188			
EUPATH_0009247_3_1_30_2	3.1.30.2: Serratia marcescens nuclease	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.293061	13.3535	3.1032938	1.99023	2.97353	0.504589	15			
EUPATH_0009247_3_1_31_1	3.1.31.1: Micrococcal nuclease	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.067584	94.68435	4.13946521052632	1.64955	3.566736	0.7556515	95			
EUPATH_0009247_3_1_3_1	3.1.3.1: Alkaline phosphatase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.130799	92.499185	7.66007913656388	2.67464	7.5657475	1.18977	227			
EUPATH_0009247_3_1_3_10	3.1.3.10: Glucose-1-phosphatase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.210466	70.665555	4.79101821327014	2.747202	5.396866	1.121033	211			
EUPATH_0009247_3_1_3_104	3.1.3.104	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.224668	19.98513	2.23753915384615	1.526185	2.21167	0.604586	26			
EUPATH_0009247_3_1_3_11	3.1.3.11: Fructose-bisphosphatase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.384228	222.814441	9.36776409513742	4.910562	9.584425	2.54102	473			
EUPATH_0009247_3_1_3_12	3.1.3.12: Trehalose-phosphatase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.096834	37.57961	3.41042151079137	1.38525	3.01354	0.8589645	139			
EUPATH_0009247_3_1_3_15	3.1.3.15: Histidinol-phosphatase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.241256	86.080083	6.11732543965517	3.134324	5.9645595	1.66635	347			
EUPATH_0009247_3_1_3_16	3.1.3.16: Protein-serine/threonine phosphatase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.168016	135.1279	8.02530921201413	2.59823	7.838216	1.2209725	283			
EUPATH_0009247_3_1_3_18	3.1.3.18: Phosphoglycolate phosphatase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.11123	171.25609	6.33087791240876	2.029505	6.007882	0.965895	274			
EUPATH_0009247_3_1_3_2	3.1.3.2: Acid phosphatase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.255347	92.328949	6.34516806422018	3.12961	6.799525	1.320777	327			
EUPATH_0009247_3_1_3_22	3.1.3.22: Mannitol-1-phosphatase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.130837	21.31094	2.23611871428571	1.21006	2.315627	0.635253	49			
EUPATH_0009247_3_1_3_23	3.1.3.23: Sugar-phosphatase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.179664	109.22832	6.18635930677291	3.009325	6.1825315	1.55233	251			
EUPATH_0009247_3_1_3_25	3.1.3.25: Inositol-phosphate phosphatase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.136139	143.0557	7.18967082711864	2.312298	5.08254	1.0004085	295			
EUPATH_0009247_3_1_3_26	3.1.3.26: 4-phytase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.32591	58.1231	5.96381296629214	2.75219	5.6728	1.27986	89			
EUPATH_0009247_3_1_3_27	3.1.3.27: Phosphatidylglycerophosphatase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.137685	146.3824	5.39029633892617	2.1201	4.69069	1.05286	298			
EUPATH_0009247_3_1_3_29	3.1.3.29: N-acylneuraminate-9-phosphatase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.204583	0.443802	0.3241925	0.3241925	0.443802	0.204583	2	["0.204583","0.443802"]		
EUPATH_0009247_3_1_3_3	3.1.3.3: Phosphoserine phosphatase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.222913	161.84	8.46013550991501	2.80151	6.892556	1.29228	353			
EUPATH_0009247_3_1_3_37	3.1.3.37: Sedoheptulose-bisphosphatase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.173722	183.512	15.6124999047619	3.83893	19.5579	2.33529	42			
EUPATH_0009247_3_1_3_4	3.1.3.4: Phosphatidate phosphatase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.204642	78.347	9.36481372727273	2.37885	9.450275	0.9746135	55			
EUPATH_0009247_3_1_3_41	3.1.3.41: 4-nitrophenylphosphatase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.34172	6.32886	2.03170533333333	1.74889	2.686185	0.8073175	27			
EUPATH_0009247_3_1_3_45	3.1.3.45: 3-deoxy-manno-octulosonate-8-phosphatase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.160027	122.65171	4.68339159512195	2.25003	4.20092	0.971391	205			
EUPATH_0009247_3_1_3_46	3.1.3.46: Fructose-2,6-bisphosphate 2-phosphatase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.280074	151.984	10.5708569090909	2.54884	9.550845	1.361495	44			
EUPATH_0009247_3_1_3_48	3.1.3.48: Protein-tyrosine-phosphatase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.129355	228.1641	6.02537086642599	2.107949	5.03789	0.963764	277			
EUPATH_0009247_3_1_3_5	3.1.3.5: 5'-nucleotidase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.203307	249.778249	12.4594666652361	4.78048	11.731455	2.290966	466			
EUPATH_0009247_3_1_3_50	3.1.3.50: Sorbitol-6-phosphatase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.130837	21.31094	2.23611871428571	1.21006	2.315627	0.635253	49			
EUPATH_0009247_3_1_3_6	3.1.3.6: 3'-nucleotidase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.13457	68.603465	4.48398378518519	1.945336	4.222824	0.9497025	135			
EUPATH_0009247_3_1_3_68	3.1.3.68: 2-deoxyglucose-6-phosphatase	number	4th level EC metagenome abundance data	Metagenomic sequencing assay		0.324535	26.0839	4.568272275	1.993615	5.56517	0.9585905	40			
