Sample_Id	Participant_Id	Habitat [ENVO_01000739]	Host body product [UBERON_0000463]	Host body site [UBERON_0000061]	Phase [EUPATH_0009332]	Sample type [OBI_0100051]
SRR9844034	SRR9844034 (Source)	Colon	Feces	colon	0	Stool
SRR9844035	SRR9844035 (Source)	Colon	Feces	colon	24	Stool
SRR9844036	SRR9844036 (Source)	Colon	Feces	colon	0	Stool
SRR9844037	SRR9844037 (Source)	Colon	Feces	colon	24	Stool
SRR9844038	SRR9844038 (Source)	Colon	Feces	colon	0	Stool
SRR9844039	SRR9844039 (Source)	Colon	Feces	colon	0	Stool
SRR9844040	SRR9844040 (Source)	Colon	Feces	colon	0	Stool
SRR9844041	SRR9844041 (Source)	Colon	Feces	colon	0	Stool
SRR9844042	SRR9844042 (Source)	Colon	Feces	colon	24	Stool
SRR9844043	SRR9844043 (Source)	Colon	Feces	colon	24	Stool
SRR9844044	SRR9844044 (Source)	Colon	Feces	colon	24	Stool
SRR9844045	SRR9844045 (Source)	Colon	Feces	colon	0	Stool
SRR9844046	SRR9844046 (Source)	Colon	Feces	colon	0	Stool
SRR9844047	SRR9844047 (Source)	Colon	Feces	colon	24	Stool
SRR9844048	SRR9844048 (Source)	Colon	Feces	colon	0	Stool
SRR9844049	SRR9844049 (Source)	Colon	Feces	colon	24	Stool
SRR9844050	SRR9844050 (Source)	Colon	Feces	colon	0	Stool
SRR9844051	SRR9844051 (Source)	Colon	Feces	colon	0	Stool
SRR9844052	SRR9844052 (Source)	Colon	Feces	colon	24	Stool
SRR9844053	SRR9844053 (Source)	Colon	Feces	colon	24	Stool
SRR9844054	SRR9844054 (Source)	Colon	Feces	colon	0	Stool
SRR9844055	SRR9844055 (Source)	Colon	Feces	colon	24	Stool
SRR9844056	SRR9844056 (Source)	Colon	Feces	colon	24	Stool
SRR9844057	SRR9844057 (Source)	Colon	Feces	colon	24	Stool
SRR9844058	SRR9844058 (Source)	Colon	Feces	colon	0	Stool
SRR9844059	SRR9844059 (Source)	Colon	Feces	colon	24	Stool
SRR9844060	SRR9844060 (Source)	Colon	Feces	colon	0	Stool
SRR9844061	SRR9844061 (Source)	Colon	Feces	colon	24	Stool
SRR9844062	SRR9844062 (Source)	Colon	Feces	colon	24	Stool
SRR9844063	SRR9844063 (Source)	Colon	Feces	colon	24	Stool
SRR9844064	SRR9844064 (Source)	Colon	Feces	colon	0	Stool
SRR9844065	SRR9844065 (Source)	Colon	Feces	colon	0	Stool
SRR9844066	SRR9844066 (Source)	Colon	Feces	colon	24	Stool
SRR9844067	SRR9844067 (Source)	Colon	Feces	colon	24	Stool
SRR9844068	SRR9844068 (Source)	Colon	Feces	colon	0	Stool
SRR9844069	SRR9844069 (Source)	Colon	Feces	colon	24	Stool
SRR9844070	SRR9844070 (Source)	Colon	Feces	colon	24	Stool
SRR9844071	SRR9844071 (Source)	Colon	Feces	colon	24	Stool
SRR9844072	SRR9844072 (Source)	Colon	Feces	colon	24	Stool
SRR9844073	SRR9844073 (Source)	Colon	Feces	colon	0	Stool
SRR9844074	SRR9844074 (Source)	Colon	Feces	colon	24	Stool
SRR9844075	SRR9844075 (Source)	Colon	Feces	colon	0	Stool
SRR9844076	SRR9844076 (Source)	Colon	Feces	colon	24	Stool
SRR9844077	SRR9844077 (Source)	Colon	Feces	colon	0	Stool
SRR9844078	SRR9844078 (Source)	Colon	Feces	colon	24	Stool
SRR9844079	SRR9844079 (Source)	Colon	Feces	colon	24	Stool
SRR9844080	SRR9844080 (Source)	Colon	Feces	colon	24	Stool
SRR9844081	SRR9844081 (Source)	Colon	Feces	colon	24	Stool
SRR9844082	SRR9844082 (Source)	Colon	Feces	colon	0	Stool
SRR9844083	SRR9844083 (Source)	Colon	Feces	colon	24	Stool
SRR9844084	SRR9844084 (Source)	Colon	Feces	colon	0	Stool
SRR9844085	SRR9844085 (Source)	Colon	Feces	colon	0	Stool
SRR9844086	SRR9844086 (Source)	Colon	Feces	colon	24	Stool
SRR9844087	SRR9844087 (Source)	Colon	Feces	colon	0	Stool
SRR9844088	SRR9844088 (Source)	Colon	Feces	colon	0	Stool
SRR9844089	SRR9844089 (Source)	Colon	Feces	colon	0	Stool
SRR9844090	SRR9844090 (Source)	Colon	Feces	colon	24	Stool
SRR9844091	SRR9844091 (Source)	Colon	Feces	colon	0	Stool
SRR9844092	SRR9844092 (Source)	Colon	Feces	colon	0	Stool
SRR9844093	SRR9844093 (Source)	Colon	Feces	colon	0	Stool
SRR9844094	SRR9844094 (Source)	Colon	Feces	colon	24	Stool
SRR9844095	SRR9844095 (Source)	Colon	Feces	colon	24	Stool
SRR9844096	SRR9844096 (Source)	Colon	Feces	colon	24	Stool
SRR9844097	SRR9844097 (Source)	Colon	Feces	colon	24	Stool
SRR9844098	SRR9844098 (Source)	Colon	Feces	colon	0	Stool
SRR9844099	SRR9844099 (Source)	Colon	Feces	colon	0	Stool
SRR9844100	SRR9844100 (Source)	Colon	Feces	colon	24	Stool
SRR9844101	SRR9844101 (Source)	Colon	Feces	colon	24	Stool
SRR9844102	SRR9844102 (Source)	Colon	Feces	colon	0	Stool
SRR9844103	SRR9844103 (Source)	Colon	Feces	colon	24	Stool
SRR9844104	SRR9844104 (Source)	Colon	Feces	colon	0	Stool
SRR9844105	SRR9844105 (Source)	Colon	Feces	colon	0	Stool
SRR9844106	SRR9844106 (Source)	Colon	Feces	colon	0	Stool
SRR9844107	SRR9844107 (Source)	Colon	Feces	colon	24	Stool
SRR9844108	SRR9844108 (Source)	Colon	Feces	colon	24	Stool
SRR9844109	SRR9844109 (Source)	Colon	Feces	colon	0	Stool
SRR9844110	SRR9844110 (Source)	Colon	Feces	colon	0	Stool
SRR9844111	SRR9844111 (Source)	Colon	Feces	colon	24	Stool
SRR9844112	SRR9844112 (Source)	Colon	Feces	colon	0	Stool
SRR9844113	SRR9844113 (Source)	Colon	Feces	colon	24	Stool
SRR9844114	SRR9844114 (Source)	Colon	Feces	colon	24	Stool
SRR9844115	SRR9844115 (Source)	Colon	Feces	colon	24	Stool
SRR9844116	SRR9844116 (Source)	Colon	Feces	colon	24	Stool
SRR9844117	SRR9844117 (Source)	Colon	Feces	colon	24	Stool
SRR9844118	SRR9844118 (Source)	Colon	Feces	colon	24	Stool
SRR9844119	SRR9844119 (Source)	Colon	Feces	colon	24	Stool
SRR9844120	SRR9844120 (Source)	Colon	Feces	colon	0	Stool
SRR9844121	SRR9844121 (Source)	Colon	Feces	colon	0	Stool
SRR9844122	SRR9844122 (Source)	Colon	Feces	colon	0	Stool
SRR9844123	SRR9844123 (Source)	Colon	Feces	colon	0	Stool
SRR9844124	SRR9844124 (Source)	Colon	Feces	colon	0	Stool
SRR9844125	SRR9844125 (Source)	Colon	Feces	colon	24	Stool
SRR9844126	SRR9844126 (Source)	Colon	Feces	colon	24	Stool
SRR9844127	SRR9844127 (Source)	Colon	Feces	colon	24	Stool
SRR9844128	SRR9844128 (Source)	Colon	Feces	colon	24	Stool
SRR9844129	SRR9844129 (Source)	Colon	Feces	colon	24	Stool
SRR9844130	SRR9844130 (Source)	Colon	Feces	colon	24	Stool
SRR9844131	SRR9844131 (Source)	Colon	Feces	colon	24	Stool
SRR9844132	SRR9844132 (Source)	Colon	Feces	colon	0	Stool
SRR9844133	SRR9844133 (Source)	Colon	Feces	colon	0	Stool
SRR9844134	SRR9844134 (Source)	Colon	Feces	colon	24	Stool
SRR9844135	SRR9844135 (Source)	Colon	Feces	colon	0	Stool
SRR9844136	SRR9844136 (Source)	Colon	Feces	colon	24	Stool
SRR9844137	SRR9844137 (Source)	Colon	Feces	colon	0	Stool
SRR9844138	SRR9844138 (Source)	Colon	Feces	colon	0	Stool
SRR9844139	SRR9844139 (Source)	Colon	Feces	colon	0	Stool
SRR9844140	SRR9844140 (Source)	Colon	Feces	colon	0	Stool
SRR9844141	SRR9844141 (Source)	Colon	Feces	colon	24	Stool
SRR9844142	SRR9844142 (Source)	Colon	Feces	colon	24	Stool
SRR9844143	SRR9844143 (Source)	Colon	Feces	colon	24	Stool
SRR9844144	SRR9844144 (Source)	Colon	Feces	colon	24	Stool
SRR9844145	SRR9844145 (Source)	Colon	Feces	colon	0	Stool
SRR9844146	SRR9844146 (Source)	Colon	Feces	colon	0	Stool
SRR9844147	SRR9844147 (Source)	Colon	Feces	colon	24	Stool
SRR9844148	SRR9844148 (Source)	Colon	Feces	colon	0	Stool
SRR9844149	SRR9844149 (Source)	Colon	Feces	colon	0	Stool
SRR9844150	SRR9844150 (Source)	Colon	Feces	colon	24	Stool
SRR9844151	SRR9844151 (Source)	Colon	Feces	colon	0	Stool
SRR9844152	SRR9844152 (Source)	Colon	Feces	colon	24	Stool
SRR9844153	SRR9844153 (Source)	Colon	Feces	colon	0	Stool
SRR9844154	SRR9844154 (Source)	Colon	Feces	colon	0	Stool
SRR9844155	SRR9844155 (Source)	Colon	Feces	colon	24	Stool
SRR9844156	SRR9844156 (Source)	Colon	Feces	colon	0	Stool
SRR9844157	SRR9844157 (Source)	Colon	Feces	colon	0	Stool
SRR9844158	SRR9844158 (Source)	Colon	Feces	colon	0	Stool
SRR9844159	SRR9844159 (Source)	Colon	Feces	colon	24	Stool
SRR9844160	SRR9844160 (Source)	Colon	Feces	colon	24	Stool
SRR9844161	SRR9844161 (Source)	Colon	Feces	colon	0	Stool
SRR9844162	SRR9844162 (Source)	Colon	Feces	colon	24	Stool
SRR9844163	SRR9844163 (Source)	Colon	Feces	colon	24	Stool
SRR9844164	SRR9844164 (Source)	Colon	Feces	colon	24	Stool
SRR9844165	SRR9844165 (Source)	Colon	Feces	colon	0	Stool
SRR9844166	SRR9844166 (Source)	Colon	Feces	colon	0	Stool
SRR9844167	SRR9844167 (Source)	Colon	Feces	colon	24	Stool
SRR9844168	SRR9844168 (Source)	Colon	Feces	colon	0	Stool
SRR9844169	SRR9844169 (Source)	Colon	Feces	colon	0	Stool
SRR9844170	SRR9844170 (Source)	Colon	Feces	colon	0	Stool
SRR9844171	SRR9844171 (Source)	Colon	Feces	colon	24	Stool
SRR9844172	SRR9844172 (Source)	Colon	Feces	colon	0	Stool
SRR9844173	SRR9844173 (Source)	Colon	Feces	colon	0	Stool
SRR9844174	SRR9844174 (Source)	Colon	Feces	colon	0	Stool
SRR9844175	SRR9844175 (Source)	Colon	Feces	colon	24	Stool
SRR9844176	SRR9844176 (Source)	Colon	Feces	colon	24	Stool
SRR9844177	SRR9844177 (Source)	Colon	Feces	colon	24	Stool
SRR9844178	SRR9844178 (Source)	Colon	Feces	colon	0	Stool
SRR9844179	SRR9844179 (Source)	Colon	Feces	colon	24	Stool
SRR9844180	SRR9844180 (Source)	Colon	Feces	colon	24	Stool
SRR9844181	SRR9844181 (Source)	Colon	Feces	colon	0	Stool
SRR9844182	SRR9844182 (Source)	Colon	Feces	colon	24	Stool
SRR9844183	SRR9844183 (Source)	Colon	Feces	colon	0	Stool
SRR9844184	SRR9844184 (Source)	Colon	Feces	colon	24	Stool
SRR9844185	SRR9844185 (Source)	Colon	Feces	colon	24	Stool
SRR9844186	SRR9844186 (Source)	Colon	Feces	colon	24	Stool
SRR9844187	SRR9844187 (Source)	Colon	Feces	colon	0	Stool
SRR9844188	SRR9844188 (Source)	Colon	Feces	colon	0	Stool
SRR9844189	SRR9844189 (Source)	Colon	Feces	colon	0	Stool
SRR9844190	SRR9844190 (Source)	Colon	Feces	colon	0	Stool
SRR9844191	SRR9844191 (Source)	Colon	Feces	colon	0	Stool
SRR9844192	SRR9844192 (Source)	Colon	Feces	colon	24	Stool
SRR9844193	SRR9844193 (Source)	Colon	Feces	colon	24	Stool
SRR9844194	SRR9844194 (Source)	Colon	Feces	colon	0	Stool
SRR9844195	SRR9844195 (Source)	Colon	Feces	colon	0	Stool
SRR9844196	SRR9844196 (Source)	Colon	Feces	colon	0	Stool
SRR9844197	SRR9844197 (Source)	Colon	Feces	colon	0	Stool
SRR9844198	SRR9844198 (Source)	Colon	Feces	colon	0	Stool
SRR9844199	SRR9844199 (Source)	Colon	Feces	colon	24	Stool
SRR9844200	SRR9844200 (Source)	Colon	Feces	colon	0	Stool
SRR9844201	SRR9844201 (Source)	Colon	Feces	colon	24	Stool
SRR9844202	SRR9844202 (Source)	Colon	Feces	colon	0	Stool
SRR9844203	SRR9844203 (Source)	Colon	Feces	colon	0	Stool
SRR9844204	SRR9844204 (Source)	Colon	Feces	colon	0	Stool
SRR9844205	SRR9844205 (Source)	Colon	Feces	colon	24	Stool
SRR9844206	SRR9844206 (Source)	Colon	Feces	colon	0	Stool
SRR9844207	SRR9844207 (Source)	Colon	Feces	colon	24	Stool
SRR9844208	SRR9844208 (Source)	Colon	Feces	colon	0	Stool
SRR9844209	SRR9844209 (Source)	Colon	Feces	colon	24	Stool
SRR9844210	SRR9844210 (Source)	Colon	Feces	colon	0	Stool
SRR9844211	SRR9844211 (Source)	Colon	Feces	colon	24	Stool
SRR9844212	SRR9844212 (Source)	Colon	Feces	colon	0	Stool
SRR9844213	SRR9844213 (Source)	Colon	Feces	colon	0	Stool
SRR9844214	SRR9844214 (Source)	Colon	Feces	colon	24	Stool
SRR9844215	SRR9844215 (Source)	Colon	Feces	colon	24	Stool
SRR9844216	SRR9844216 (Source)	Colon	Feces	colon	0	Stool
SRR9844217	SRR9844217 (Source)	Colon	Feces	colon	24	Stool
SRR9844218	SRR9844218 (Source)	Colon	Feces	colon	24	Stool
SRR9844219	SRR9844219 (Source)	Colon	Feces	colon	0	Stool
SRR9844220	SRR9844220 (Source)	Colon	Feces	colon	24	Stool
SRR9844221	SRR9844221 (Source)	Colon	Feces	colon	24	Stool
SRR9844222	SRR9844222 (Source)	Colon	Feces	colon	0	Stool
SRR9844223	SRR9844223 (Source)	Colon	Feces	colon	0	Stool
SRR9844224	SRR9844224 (Source)	Colon	Feces	colon	24	Stool
SRR9844225	SRR9844225 (Source)	Colon	Feces	colon	24	Stool
SRR9844226	SRR9844226 (Source)	Colon	Feces	colon	0	Stool
SRR9844227	SRR9844227 (Source)	Colon	Feces	colon	0	Stool
SRR9844228	SRR9844228 (Source)	Colon	Feces	colon	24	Stool
SRR9844229	SRR9844229 (Source)	Colon	Feces	colon	0	Stool
SRR9844230	SRR9844230 (Source)	Colon	Feces	colon	0	Stool
SRR9844231	SRR9844231 (Source)	Colon	Feces	colon	24	Stool
SRR9844232	SRR9844232 (Source)	Colon	Feces	colon	0	Stool
SRR9844233	SRR9844233 (Source)	Colon	Feces	colon	0	Stool
SRR9844234	SRR9844234 (Source)	Colon	Feces	colon	24	Stool
SRR9844235	SRR9844235 (Source)	Colon	Feces	colon	0	Stool
SRR9844236	SRR9844236 (Source)	Colon	Feces	colon	0	Stool
SRR9844237	SRR9844237 (Source)	Colon	Feces	colon	0	Stool
SRR9844238	SRR9844238 (Source)	Colon	Feces	colon	0	Stool
SRR9844239	SRR9844239 (Source)	Colon	Feces	colon	0	Stool
SRR9844240	SRR9844240 (Source)	Colon	Feces	colon	0	Stool
SRR9844241	SRR9844241 (Source)	Colon	Feces	colon	0	Stool
SRR9844242	SRR9844242 (Source)	Colon	Feces	colon	0	Stool
SRR9844243	SRR9844243 (Source)	Colon	Feces	colon	0	Stool
SRR9844244	SRR9844244 (Source)	Colon	Feces	colon	24	Stool
SRR9844245	SRR9844245 (Source)	Colon	Feces	colon	24	Stool
SRR9844246	SRR9844246 (Source)	Colon	Feces	colon	0	Stool
SRR9844247	SRR9844247 (Source)	Colon	Feces	colon	0	Stool
SRR9844248	SRR9844248 (Source)	Colon	Feces	colon	0	Stool
SRR9844249	SRR9844249 (Source)	Colon	Feces	colon	0	Stool
