Sample_Id	Participant_Id	Habitat [ENVO_01000739]	Host body product [UBERON_0000463]	Host body site [UBERON_0000061]	Phase [EUPATH_0009332]	Sample type [OBI_0100051]
SRR9844068	SRR9844068 (Source)	colon	feces	colon	0	stool
SRR9844069	SRR9844069 (Source)	colon	feces	colon	24	stool
SRR9844070	SRR9844070 (Source)	colon	feces	colon	24	stool
SRR9844071	SRR9844071 (Source)	colon	feces	colon	24	stool
SRR9844072	SRR9844072 (Source)	colon	feces	colon	24	stool
SRR9844073	SRR9844073 (Source)	colon	feces	colon	0	stool
SRR9844074	SRR9844074 (Source)	colon	feces	colon	24	stool
SRR9844075	SRR9844075 (Source)	colon	feces	colon	0	stool
SRR9844076	SRR9844076 (Source)	colon	feces	colon	24	stool
SRR9844077	SRR9844077 (Source)	colon	feces	colon	0	stool
SRR9844078	SRR9844078 (Source)	colon	feces	colon	24	stool
SRR9844079	SRR9844079 (Source)	colon	feces	colon	24	stool
SRR9844080	SRR9844080 (Source)	colon	feces	colon	24	stool
SRR9844081	SRR9844081 (Source)	colon	feces	colon	24	stool
SRR9844082	SRR9844082 (Source)	colon	feces	colon	0	stool
SRR9844083	SRR9844083 (Source)	colon	feces	colon	24	stool
SRR9844084	SRR9844084 (Source)	colon	feces	colon	0	stool
SRR9844085	SRR9844085 (Source)	colon	feces	colon	0	stool
SRR9844086	SRR9844086 (Source)	colon	feces	colon	24	stool
SRR9844087	SRR9844087 (Source)	colon	feces	colon	0	stool
SRR9844088	SRR9844088 (Source)	colon	feces	colon	0	stool
SRR9844089	SRR9844089 (Source)	colon	feces	colon	0	stool
SRR9844090	SRR9844090 (Source)	colon	feces	colon	24	stool
SRR9844091	SRR9844091 (Source)	colon	feces	colon	0	stool
SRR9844092	SRR9844092 (Source)	colon	feces	colon	0	stool
SRR9844093	SRR9844093 (Source)	colon	feces	colon	0	stool
SRR9844094	SRR9844094 (Source)	colon	feces	colon	24	stool
SRR9844095	SRR9844095 (Source)	colon	feces	colon	24	stool
SRR9844096	SRR9844096 (Source)	colon	feces	colon	24	stool
SRR9844097	SRR9844097 (Source)	colon	feces	colon	24	stool
SRR9844098	SRR9844098 (Source)	colon	feces	colon	0	stool
SRR9844099	SRR9844099 (Source)	colon	feces	colon	0	stool
SRR9844100	SRR9844100 (Source)	colon	feces	colon	24	stool
SRR9844101	SRR9844101 (Source)	colon	feces	colon	24	stool
SRR9844102	SRR9844102 (Source)	colon	feces	colon	0	stool
SRR9844103	SRR9844103 (Source)	colon	feces	colon	24	stool
SRR9844104	SRR9844104 (Source)	colon	feces	colon	0	stool
SRR9844105	SRR9844105 (Source)	colon	feces	colon	0	stool
SRR9844106	SRR9844106 (Source)	colon	feces	colon	0	stool
SRR9844107	SRR9844107 (Source)	colon	feces	colon	24	stool
SRR9844108	SRR9844108 (Source)	colon	feces	colon	24	stool
SRR9844109	SRR9844109 (Source)	colon	feces	colon	0	stool
SRR9844110	SRR9844110 (Source)	colon	feces	colon	0	stool
SRR9844111	SRR9844111 (Source)	colon	feces	colon	24	stool
SRR9844112	SRR9844112 (Source)	colon	feces	colon	0	stool
SRR9844113	SRR9844113 (Source)	colon	feces	colon	24	stool
SRR9844114	SRR9844114 (Source)	colon	feces	colon	24	stool
SRR9844115	SRR9844115 (Source)	colon	feces	colon	24	stool
SRR9844116	SRR9844116 (Source)	colon	feces	colon	24	stool
SRR9844117	SRR9844117 (Source)	colon	feces	colon	24	stool
SRR9844118	SRR9844118 (Source)	colon	feces	colon	24	stool
SRR9844119	SRR9844119 (Source)	colon	feces	colon	24	stool
SRR9844120	SRR9844120 (Source)	colon	feces	colon	0	stool
SRR9844121	SRR9844121 (Source)	colon	feces	colon	0	stool
SRR9844122	SRR9844122 (Source)	colon	feces	colon	0	stool
SRR9844123	SRR9844123 (Source)	colon	feces	colon	0	stool
SRR9844124	SRR9844124 (Source)	colon	feces	colon	0	stool
SRR9844125	SRR9844125 (Source)	colon	feces	colon	24	stool
SRR9844126	SRR9844126 (Source)	colon	feces	colon	24	stool
SRR9844127	SRR9844127 (Source)	colon	feces	colon	24	stool
SRR9844128	SRR9844128 (Source)	colon	feces	colon	24	stool
SRR9844129	SRR9844129 (Source)	colon	feces	colon	24	stool
SRR9844130	SRR9844130 (Source)	colon	feces	colon	24	stool
SRR9844131	SRR9844131 (Source)	colon	feces	colon	24	stool
SRR9844132	SRR9844132 (Source)	colon	feces	colon	0	stool
SRR9844133	SRR9844133 (Source)	colon	feces	colon	0	stool
SRR9844134	SRR9844134 (Source)	colon	feces	colon	24	stool
SRR9844135	SRR9844135 (Source)	colon	feces	colon	0	stool
SRR9844136	SRR9844136 (Source)	colon	feces	colon	24	stool
SRR9844137	SRR9844137 (Source)	colon	feces	colon	0	stool
SRR9844138	SRR9844138 (Source)	colon	feces	colon	0	stool
SRR9844139	SRR9844139 (Source)	colon	feces	colon	0	stool
SRR9844140	SRR9844140 (Source)	colon	feces	colon	0	stool
SRR9844141	SRR9844141 (Source)	colon	feces	colon	24	stool
SRR9844142	SRR9844142 (Source)	colon	feces	colon	24	stool
SRR9844143	SRR9844143 (Source)	colon	feces	colon	24	stool
SRR9844144	SRR9844144 (Source)	colon	feces	colon	24	stool
SRR9844145	SRR9844145 (Source)	colon	feces	colon	0	stool
SRR9844146	SRR9844146 (Source)	colon	feces	colon	0	stool
SRR9844147	SRR9844147 (Source)	colon	feces	colon	24	stool
SRR9844148	SRR9844148 (Source)	colon	feces	colon	0	stool
SRR9844149	SRR9844149 (Source)	colon	feces	colon	0	stool
SRR9844150	SRR9844150 (Source)	colon	feces	colon	24	stool
SRR9844151	SRR9844151 (Source)	colon	feces	colon	0	stool
SRR9844152	SRR9844152 (Source)	colon	feces	colon	24	stool
SRR9844153	SRR9844153 (Source)	colon	feces	colon	0	stool
SRR9844154	SRR9844154 (Source)	colon	feces	colon	0	stool
SRR9844155	SRR9844155 (Source)	colon	feces	colon	24	stool
SRR9844156	SRR9844156 (Source)	colon	feces	colon	0	stool
SRR9844157	SRR9844157 (Source)	colon	feces	colon	0	stool
SRR9844158	SRR9844158 (Source)	colon	feces	colon	0	stool
SRR9844159	SRR9844159 (Source)	colon	feces	colon	24	stool
SRR9844160	SRR9844160 (Source)	colon	feces	colon	24	stool
SRR9844161	SRR9844161 (Source)	colon	feces	colon	0	stool
SRR9844162	SRR9844162 (Source)	colon	feces	colon	24	stool
SRR9844163	SRR9844163 (Source)	colon	feces	colon	24	stool
SRR9844164	SRR9844164 (Source)	colon	feces	colon	24	stool
SRR9844165	SRR9844165 (Source)	colon	feces	colon	0	stool
SRR9844166	SRR9844166 (Source)	colon	feces	colon	0	stool
SRR9844167	SRR9844167 (Source)	colon	feces	colon	24	stool
SRR9844168	SRR9844168 (Source)	colon	feces	colon	0	stool
SRR9844169	SRR9844169 (Source)	colon	feces	colon	0	stool
SRR9844170	SRR9844170 (Source)	colon	feces	colon	0	stool
SRR9844171	SRR9844171 (Source)	colon	feces	colon	24	stool
SRR9844172	SRR9844172 (Source)	colon	feces	colon	0	stool
SRR9844173	SRR9844173 (Source)	colon	feces	colon	0	stool
SRR9844174	SRR9844174 (Source)	colon	feces	colon	0	stool
SRR9844175	SRR9844175 (Source)	colon	feces	colon	24	stool
SRR9844176	SRR9844176 (Source)	colon	feces	colon	24	stool
SRR9844177	SRR9844177 (Source)	colon	feces	colon	24	stool
SRR9844178	SRR9844178 (Source)	colon	feces	colon	0	stool
SRR9844179	SRR9844179 (Source)	colon	feces	colon	24	stool
SRR9844180	SRR9844180 (Source)	colon	feces	colon	24	stool
SRR9844181	SRR9844181 (Source)	colon	feces	colon	0	stool
SRR9844182	SRR9844182 (Source)	colon	feces	colon	24	stool
SRR9844183	SRR9844183 (Source)	colon	feces	colon	0	stool
SRR9844184	SRR9844184 (Source)	colon	feces	colon	24	stool
SRR9844185	SRR9844185 (Source)	colon	feces	colon	24	stool
SRR9844186	SRR9844186 (Source)	colon	feces	colon	24	stool
SRR9844187	SRR9844187 (Source)	colon	feces	colon	0	stool
SRR9844188	SRR9844188 (Source)	colon	feces	colon	0	stool
SRR9844189	SRR9844189 (Source)	colon	feces	colon	0	stool
SRR9844190	SRR9844190 (Source)	colon	feces	colon	0	stool
SRR9844191	SRR9844191 (Source)	colon	feces	colon	0	stool
SRR9844192	SRR9844192 (Source)	colon	feces	colon	24	stool
SRR9844193	SRR9844193 (Source)	colon	feces	colon	24	stool
SRR9844194	SRR9844194 (Source)	colon	feces	colon	0	stool
SRR9844195	SRR9844195 (Source)	colon	feces	colon	0	stool
SRR9844196	SRR9844196 (Source)	colon	feces	colon	0	stool
SRR9844197	SRR9844197 (Source)	colon	feces	colon	0	stool
SRR9844198	SRR9844198 (Source)	colon	feces	colon	0	stool
SRR9844199	SRR9844199 (Source)	colon	feces	colon	24	stool
SRR9844200	SRR9844200 (Source)	colon	feces	colon	0	stool
SRR9844201	SRR9844201 (Source)	colon	feces	colon	24	stool
SRR9844202	SRR9844202 (Source)	colon	feces	colon	0	stool
SRR9844203	SRR9844203 (Source)	colon	feces	colon	0	stool
SRR9844204	SRR9844204 (Source)	colon	feces	colon	0	stool
SRR9844205	SRR9844205 (Source)	colon	feces	colon	24	stool
SRR9844206	SRR9844206 (Source)	colon	feces	colon	0	stool
SRR9844207	SRR9844207 (Source)	colon	feces	colon	24	stool
SRR9844208	SRR9844208 (Source)	colon	feces	colon	0	stool
SRR9844209	SRR9844209 (Source)	colon	feces	colon	24	stool
SRR9844210	SRR9844210 (Source)	colon	feces	colon	0	stool
SRR9844211	SRR9844211 (Source)	colon	feces	colon	24	stool
SRR9844212	SRR9844212 (Source)	colon	feces	colon	0	stool
SRR9844213	SRR9844213 (Source)	colon	feces	colon	0	stool
SRR9844214	SRR9844214 (Source)	colon	feces	colon	24	stool
SRR9844215	SRR9844215 (Source)	colon	feces	colon	24	stool
SRR9844216	SRR9844216 (Source)	colon	feces	colon	0	stool
SRR9844217	SRR9844217 (Source)	colon	feces	colon	24	stool
SRR9844218	SRR9844218 (Source)	colon	feces	colon	24	stool
SRR9844219	SRR9844219 (Source)	colon	feces	colon	0	stool
SRR9844220	SRR9844220 (Source)	colon	feces	colon	24	stool
SRR9844221	SRR9844221 (Source)	colon	feces	colon	24	stool
SRR9844222	SRR9844222 (Source)	colon	feces	colon	0	stool
SRR9844223	SRR9844223 (Source)	colon	feces	colon	0	stool
SRR9844224	SRR9844224 (Source)	colon	feces	colon	24	stool
SRR9844225	SRR9844225 (Source)	colon	feces	colon	24	stool
SRR9844226	SRR9844226 (Source)	colon	feces	colon	0	stool
SRR9844227	SRR9844227 (Source)	colon	feces	colon	0	stool
SRR9844228	SRR9844228 (Source)	colon	feces	colon	24	stool
SRR9844229	SRR9844229 (Source)	colon	feces	colon	0	stool
SRR9844230	SRR9844230 (Source)	colon	feces	colon	0	stool
SRR9844231	SRR9844231 (Source)	colon	feces	colon	24	stool
SRR9844232	SRR9844232 (Source)	colon	feces	colon	0	stool
SRR9844233	SRR9844233 (Source)	colon	feces	colon	0	stool
SRR9844234	SRR9844234 (Source)	colon	feces	colon	24	stool
SRR9844235	SRR9844235 (Source)	colon	feces	colon	0	stool
SRR9844236	SRR9844236 (Source)	colon	feces	colon	0	stool
SRR9844237	SRR9844237 (Source)	colon	feces	colon	0	stool
SRR9844238	SRR9844238 (Source)	colon	feces	colon	0	stool
SRR9844239	SRR9844239 (Source)	colon	feces	colon	0	stool
SRR9844240	SRR9844240 (Source)	colon	feces	colon	0	stool
SRR9844241	SRR9844241 (Source)	colon	feces	colon	0	stool
SRR9844242	SRR9844242 (Source)	colon	feces	colon	0	stool
SRR9844243	SRR9844243 (Source)	colon	feces	colon	0	stool
SRR9844244	SRR9844244 (Source)	colon	feces	colon	24	stool
SRR9844245	SRR9844245 (Source)	colon	feces	colon	24	stool
SRR9844246	SRR9844246 (Source)	colon	feces	colon	0	stool
SRR9844247	SRR9844247 (Source)	colon	feces	colon	0	stool
SRR9844248	SRR9844248 (Source)	colon	feces	colon	0	stool
SRR9844249	SRR9844249 (Source)	colon	feces	colon	0	stool
